CUSTOMER_ID,AGE,ACCOUNT_AGE_DAYS,TOTAL_ORDERS,TOTAL_SPEND,AVG_ORDER_VALUE,DAYS_SINCE_LAST_ORDER,BROWSE_SESSIONS,PAGES_PER_SESSION,AVG_SESSION_DURATION_MIN,CART_ABANDONMENT_RATE,WISHLIST_ITEMS,COUPON_USAGE_COUNT,REVIEW_COUNT,AVG_REVIEW_RATING,RETURN_RATE,MOBILE_ORDER_PCT,LOYALTY_POINTS
EC05569,49,1156,15,1597.3,106.49,321,30,7.64,13.79,0.376907,5,3,2,5.0,0.011551,0.662369,934
EC05570,21,335,10,1118.73,111.87,36,21,3.17,7.26,0.15145,1,1,2,4.2,0.176441,0.321678,4873
EC05571,38,1357,19,1093.27,57.54,103,15,9.08,8.16,0.326167,2,1,2,2.9,0.321272,0.6045,4805
EC05572,45,1560,10,2101.15,210.12,89,20,5.33,17.8,0.314218,2,0,2,3.9,0.033684,0.56457,11713
EC05573,23,1105,26,2142.66,82.41,309,21,9.25,17.72,0.132137,5,6,0,3.7,0.095817,0.640885,12222
EC05574,68,66,11,621.82,56.53,318,17,7.04,12.75,0.186412,7,2,2,3.6,0.352001,0.402842,14094
EC05575,57,892,13,1115.76,85.83,256,17,3.36,13.58,0.296502,4,3,2,1.4,0.184549,0.57544,11025
EC05576,38,1368,18,337.66,18.76,210,30,8.6,11.64,0.29625,5,3,1,2.7,0.130754,0.588267,12298
EC05577,56,486,10,2550.32,255.03,315,24,1.0,11.14,0.413128,5,2,0,5.0,0.352836,0.4432,13852
EC05578,46,1587,16,1979.1,123.69,332,18,1.62,4.32,0.317141,6,2,2,3.3,0.27336,0.518558,11352
EC05579,48,1174,7,415.72,59.39,314,18,8.52,3.84,0.42528,10,2,3,2.9,0.037546,0.411941,4853
EC05580,49,504,10,2306.64,230.66,49,18,10.39,11.09,0.106427,7,1,2,3.6,0.019973,0.179844,2585
EC05581,20,674,16,1222.98,76.44,24,21,6.75,,0.41349,5,4,4,2.8,0.111508,0.711532,1305
EC05582,19,1055,15,1732.16,115.48,154,25,4.97,,0.199423,8,0,2,4.2,0.186091,0.530734,9313
EC05583,24,1831,15,940.36,62.69,68,23,7.83,16.64,0.130183,7,4,2,3.2,0.136031,0.552782,5945
EC05584,48,1245,13,2190.73,168.52,16,24,7.98,17.52,0.359321,5,2,0,2.8,0.171478,0.821816,2246
EC05585,59,1077,11,1185.75,107.8,88,29,7.67,11.83,0.076972,4,1,1,3.6,0.227238,0.51598,5792
EC05586,52,380,5,1291.98,258.4,53,17,3.33,7.7,0.096947,7,2,2,3.8,0.144808,0.412775,12548
EC05587,31,271,14,756.43,54.03,106,21,5.74,9.53,0.384362,5,1,4,4.6,0.220713,0.287048,7008
EC05588,48,827,6,667.85,,315,21,8.44,21.11,0.250127,4,3,2,4.8,0.060048,0.284311,11689
EC05589,70,1335,10,827.62,82.76,212,24,28.56,3.22,0.244114,8,2,4,3.4,0.024261,0.671867,4842
EC05590,27,1563,10,1000.82,100.08,103,25,19.6,5.23,0.145088,7,5,1,4.2,0.193324,0.680698,2298
EC05591,45,596,15,1740.32,116.02,205,15,6.31,7.05,0.279258,4,0,1,5.0,0.076084,0.315509,3618
EC05592,59,681,13,2235.81,171.99,271,24,6.95,8.77,0.11813,4,5,0,4.5,0.044531,0.551638,735
EC05593,53,137,10,895.05,89.5,174,22,4.15,12.01,0.266353,5,2,1,3.1,0.180796,0.169946,12557
EC05594,37,1988,13,2415.66,185.82,246,22,9.06,10.48,0.527641,2,3,3,4.1,0.463956,0.288744,1610
EC05595,39,801,11,942.13,85.65,267,21,1.17,15.01,0.071797,12,4,2,5.0,0.094972,0.340478,6038
EC05596,57,705,12,1022.32,85.19,141,20,4.26,9.28,0.290037,7,3,3,4.6,0.256351,0.697533,4339
EC05597,52,677,12,1074.66,89.56,68,17,5.23,20.35,0.167343,3,2,2,4.3,0.083426,0.771669,4564
EC05598,71,1318,11,1665.03,151.37,184,18,1.57,9.73,0.168796,2,0,1,4.6,0.09434,0.379409,3003
EC05599,28,1208,6,435.97,72.66,237,15,4.56,12.43,0.095079,6,2,3,3.7,0.058471,0.444012,4603
EC05600,49,847,7,383.66,54.81,118,19,12.16,11.4,0.278649,7,3,1,3.8,0.44368,0.361213,8336
EC05601,31,1547,12,805.99,67.17,67,25,2.67,5.84,0.336957,3,2,0,4.2,0.138788,0.44958,1053
EC05602,60,178,12,1120.99,93.42,261,21,4.92,4.74,0.500417,4,1,3,,0.065363,0.666148,6121
EC05603,64,661,17,1367.26,80.43,346,28,4.7,6.48,0.190534,6,3,3,3.8,0.034085,0.289044,5772
EC05604,52,552,10,1122.88,112.29,75,18,5.29,5.26,0.173752,5,3,2,3.9,0.160939,0.567042,14813
EC05605,37,1669,11,2481.96,225.63,86,19,9.93,10.56,0.417771,5,3,2,3.9,0.013418,0.532854,1897
EC05606,18,343,11,1052.1,95.65,271,22,9.51,15.17,0.342354,9,2,2,4.4,0.185209,0.655051,3664
EC05607,45,272,10,1625.61,162.56,328,17,5.22,17.02,0.211522,8,2,2,3.2,0.115967,0.675034,4631
EC05608,44,454,12,1597.41,133.12,112,14,3.41,10.32,0.318785,1,1,3,2.7,0.0612,0.602796,853
EC05609,45,1611,12,928.49,77.37,109,16,2.38,8.46,0.035985,3,2,1,4.9,0.342868,0.760143,10484
EC05610,19,1027,10,815.86,81.59,233,15,5.4,10.77,0.488677,7,4,2,3.1,0.108393,0.575979,10650
EC05611,39,237,9,3152.37,350.26,176,13,4.64,15.72,0.216595,5,4,2,4.7,0.165066,0.522193,6127
EC05612,24,1808,12,312.0,26.0,147,22,7.25,9.11,0.085997,4,3,2,4.0,0.220075,0.581721,9947
EC05613,62,65,9,1864.67,207.19,12,18,5.61,4.42,0.179305,6,3,3,5.0,0.193737,0.529761,4918
EC05614,69,83,15,2898.82,193.25,239,17,7.93,7.41,0.493656,8,2,1,4.0,0.183856,0.468515,8242
EC05615,31,1993,8,1355.88,169.48,357,14,3.18,25.88,0.249624,4,1,1,3.5,0.036272,0.262812,9938
EC05616,59,1655,11,1335.66,121.42,239,21,14.49,11.23,0.411231,6,5,2,2.1,0.315587,0.282996,8572
EC05617,66,1196,11,932.86,84.81,9,20,4.99,10.37,0.272683,5,2,3,2.6,0.299136,0.447766,14573
EC05618,55,967,12,908.32,75.69,34,25,4.13,7.86,0.421187,7,3,2,4.5,0.23562,0.640146,12713
EC05619,68,1145,8,596.21,74.53,263,27,4.67,19.3,0.266481,4,3,3,3.3,0.249203,0.575958,3676
EC05620,54,1959,14,3024.29,216.02,87,14,7.43,5.31,0.241397,6,2,1,4.0,0.277648,0.673388,10898
EC05621,51,1465,7,554.93,79.28,141,21,4.43,15.69,0.12725,2,2,3,1.8,0.052162,0.485723,11993
EC05622,27,153,10,2963.16,296.32,19,23,2.98,11.81,0.525873,5,1,1,4.4,0.239697,0.55016,2902
EC05623,57,251,14,1807.26,129.09,267,18,7.5,5.12,0.533018,7,0,2,4.7,0.115782,0.61596,12572
EC05624,67,303,7,1107.16,158.17,33,22,5.17,7.27,0.143483,8,6,2,3.4,0.152776,0.37935,10986
EC05625,45,1190,9,2750.39,305.6,284,22,10.91,,0.403666,2,3,1,3.4,0.25657,0.52231,6760
EC05626,37,1561,14,936.62,66.9,127,17,2.58,9.02,0.146758,1,6,2,4.3,0.019277,0.769784,9739
EC05627,55,822,16,1984.28,124.02,291,16,1.36,5.21,0.306249,6,2,3,3.4,0.081922,0.399282,5694
EC05628,21,1107,16,3536.21,221.01,300,18,11.96,11.69,0.353198,4,0,2,3.2,0.018961,0.606642,1696
EC05629,30,1950,13,1061.37,81.64,149,23,9.94,9.04,0.118441,8,3,2,4.2,0.175193,0.545709,14138
EC05630,22,568,12,1364.6,113.72,326,25,3.37,13.06,0.429861,5,3,2,3.6,0.320705,0.57276,11206
EC05631,38,582,8,2164.98,270.62,270,18,3.61,8.45,0.467866,4,3,2,2.5,0.18557,0.483523,4398
EC05632,62,170,5,412.72,82.54,119,18,2.43,15.2,0.10441,5,2,2,3.8,0.220149,0.550475,4984
EC05633,26,1072,15,757.44,50.5,172,17,4.45,23.07,0.008613,4,4,2,3.2,0.116463,0.539624,5658
EC05634,54,1781,13,1638.88,126.07,235,20,6.6,11.9,0.180309,5,5,0,4.9,0.042694,0.484566,9182
EC05635,67,677,14,869.42,62.1,276,24,6.62,8.16,0.599355,5,3,2,4.1,0.143803,0.133396,2317
EC05636,71,514,13,1051.51,80.89,288,15,6.59,8.01,0.46385,6,6,1,5.0,0.243502,0.418793,7448
EC05637,46,974,18,2183.72,121.32,133,11,1.0,8.35,0.159537,2,2,2,4.2,0.278895,0.397219,7439
EC05638,28,1870,17,1288.74,75.81,93,21,9.8,11.74,0.239685,4,1,1,3.5,0.244977,0.402364,5752
EC05639,31,1286,10,800.34,80.03,220,29,5.65,12.43,0.03334,7,4,2,4.3,0.200522,0.786353,554
EC05640,20,734,15,3010.11,200.67,302,15,3.63,13.84,0.259014,5,0,3,4.9,0.193878,0.399307,11716
EC05641,64,769,11,608.62,55.33,263,25,4.37,7.89,0.113139,7,0,1,3.9,0.061041,0.282282,459
EC05642,59,1253,9,1696.39,188.49,130,27,11.05,7.62,0.149112,5,5,4,3.6,0.142627,0.186741,11718
EC05643,40,1744,18,1282.28,71.24,197,19,7.9,18.19,0.079289,5,3,1,3.6,0.269594,0.601111,4756
EC05644,55,1606,14,1746.77,124.77,280,30,1.67,25.98,0.708107,6,6,2,5.0,0.079631,0.70804,1802
EC05645,32,544,4,1454.83,363.71,235,14,5.52,18.17,0.314471,4,2,5,3.8,0.486126,0.668964,11723
EC05646,45,1395,12,907.96,75.66,137,19,1.38,22.56,0.113841,7,2,1,3.9,0.055855,0.837038,2971
EC05647,27,1473,9,446.5,49.61,157,25,6.92,5.2,0.23389,2,4,1,4.0,0.106227,0.620949,677
EC05648,23,340,10,776.39,77.64,202,28,2.67,11.97,0.408225,4,4,2,3.7,0.109135,0.47814,13015
EC05649,70,1558,14,1291.44,92.25,240,22,7.93,4.58,0.043295,4,3,1,4.1,0.072667,0.460568,15
EC05650,32,1117,12,1019.98,85.0,115,20,11.25,28.79,0.069552,3,4,2,4.1,0.12446,0.240579,3275
EC05651,30,538,6,1621.04,270.17,100,28,3.19,27.45,0.547846,5,3,2,4.0,0.181605,0.511899,6006
EC05652,45,1345,7,1904.38,272.05,2,14,7.6,11.82,0.086866,5,4,3,,0.084791,0.245564,4999
EC05653,40,1935,7,1563.64,223.38,177,19,13.94,16.72,0.28664,4,5,4,4.4,0.038784,0.381411,11676
EC05654,29,64,15,1438.99,95.93,63,20,4.66,12.48,0.412979,1,3,2,4.7,0.025626,0.774994,6667
EC05655,34,1873,9,1762.79,195.87,21,22,11.06,21.74,0.315101,5,4,2,4.1,0.295444,0.186258,12800
EC05656,70,534,14,605.64,43.26,217,18,2.86,9.25,0.540879,8,2,7,3.6,0.205554,0.474248,14942
EC05657,37,1631,12,1230.5,102.54,269,21,6.96,13.63,0.205842,5,3,3,2.9,0.05082,0.773021,9191
EC05658,35,367,15,1179.44,78.63,123,23,1.47,12.42,0.424923,8,1,3,4.2,0.191989,0.311452,13244
EC05659,51,92,11,1734.51,157.68,114,15,6.07,4.37,0.394247,8,3,4,4.1,0.213719,0.248709,3864
EC05660,35,467,12,1853.14,154.43,150,18,2.73,,0.328159,4,3,2,2.1,0.118013,0.765327,2242
EC05661,39,64,13,1061.65,81.67,355,23,7.67,6.31,0.075834,7,6,0,3.3,0.011282,0.631332,7084
EC05662,35,1605,16,5826.27,364.14,89,19,4.92,16.91,0.373802,6,3,2,4.2,0.279189,0.422738,7159
EC05663,54,1382,9,2010.11,223.35,282,18,3.45,8.04,0.154485,2,2,3,3.1,0.054979,0.274823,14526
EC05664,40,1035,14,1316.77,94.06,183,16,4.86,13.75,0.550627,9,1,0,2.6,0.311102,0.68247,10637
EC05665,32,1245,11,1020.04,92.73,312,28,4.97,14.35,0.105152,10,6,0,2.6,0.087088,0.657481,1493
EC05666,37,907,8,3100.66,387.58,135,19,8.8,10.02,0.519565,5,3,3,4.3,0.063949,0.61635,8796
EC05667,40,1738,13,760.5,58.5,351,25,4.22,7.87,0.187857,4,2,2,3.6,0.155983,0.149667,8910
EC05668,59,1655,10,1000.43,100.04,260,23,10.93,11.04,0.063086,4,1,1,3.5,0.075162,0.688165,5251
EC05669,61,38,14,2831.05,202.22,86,11,4.61,18.7,0.048576,5,1,3,3.2,0.143312,0.422935,2092
EC05670,59,1985,13,4146.23,318.94,160,26,6.63,12.85,0.610222,7,2,3,3.1,0.132052,0.767816,9345
EC05671,49,541,9,401.24,44.58,301,17,4.46,8.58,0.123718,1,2,2,3.4,0.33009,0.225834,2017
EC05672,40,1903,14,1050.59,75.04,198,16,13.63,11.5,0.252157,2,1,2,2.2,0.062128,0.649434,3190
EC05673,38,181,11,250.04,22.73,280,19,7.27,10.45,0.309658,1,0,2,4.9,0.113064,0.517207,8245
EC05674,20,344,16,1408.13,88.01,8,25,3.53,10.01,0.12045,2,6,2,4.2,0.100779,0.541445,11141
EC05675,22,1503,15,1469.27,97.95,84,18,7.3,16.15,0.312705,4,7,0,2.9,0.143278,0.507654,2972
EC05676,37,739,8,488.6,61.08,325,22,4.78,7.8,0.154502,3,3,2,4.1,0.018206,0.53661,6959
EC05677,21,1071,12,732.13,61.01,183,19,3.29,14.9,0.50878,2,8,1,2.9,0.012387,0.526261,9466
EC05678,40,1642,9,657.71,73.08,256,19,3.99,8.0,0.179281,5,3,3,3.6,0.120955,0.643065,7672
EC05679,36,639,12,1680.89,140.07,279,29,11.78,7.04,0.336578,9,3,1,4.6,0.261154,0.647869,7215
EC05680,28,342,11,1221.48,111.04,160,15,7.31,15.31,0.150879,6,1,0,4.9,0.293427,0.391863,14664
EC05681,70,689,14,1174.61,83.9,303,19,4.97,8.27,0.243632,6,4,3,5.0,0.142249,0.484897,14115
EC05682,42,1569,10,2768.6,276.86,115,17,1.0,21.62,0.389183,3,1,1,2.5,0.236415,0.482336,3937
EC05683,68,1298,11,2078.54,188.96,328,23,5.47,12.25,0.083068,1,5,1,3.3,0.195823,0.496165,2980
EC05684,51,264,13,3405.24,261.94,4,22,4.94,11.58,0.439346,3,1,3,5.0,0.050756,0.403997,3321
EC05685,64,33,13,2634.88,202.68,38,25,2.43,18.51,0.149811,7,3,1,3.2,0.171001,0.366069,8078
EC05686,66,1260,9,515.14,57.24,210,11,5.82,7.64,0.244137,3,1,1,2.6,0.169492,0.877508,14215
EC05687,66,1448,18,963.71,53.54,143,21,1.2,19.49,0.24791,1,1,2,3.4,0.261447,0.632451,2066
EC05688,44,1628,15,637.69,42.51,296,16,5.76,7.2,0.2564,8,2,1,4.2,0.033422,0.335025,2125
EC05689,71,1136,8,505.1,63.14,356,21,10.03,9.73,0.201683,4,2,4,3.9,0.189596,0.68928,5567
EC05690,59,1311,11,985.94,89.63,348,17,11.4,13.97,0.07406,2,2,2,3.0,0.260349,0.562936,12261
EC05691,59,1994,9,158.13,17.57,122,21,6.33,6.9,0.225178,4,6,2,3.2,0.023082,0.67072,13102
EC05692,20,283,16,662.84,41.43,266,23,5.07,15.69,0.459077,5,4,1,,0.495358,0.506439,8582
EC05693,26,768,12,1658.21,138.18,304,14,6.56,42.22,0.408021,1,2,3,4.1,0.04878,0.500904,2889
EC05694,32,1886,12,1521.12,126.76,143,16,1.61,7.34,0.191698,4,1,0,4.4,0.331354,0.295984,3667
EC05695,67,1799,13,724.41,55.72,345,23,3.31,17.63,0.080479,7,3,3,5.0,0.306114,0.141413,202
EC05696,28,1923,13,1397.65,107.51,208,29,1.78,8.33,0.053364,10,4,3,3.0,0.166883,0.644266,5032
EC05697,31,1131,9,584.84,64.98,345,20,2.85,8.54,0.684031,6,6,1,3.2,0.130895,0.591556,121
EC05698,42,1016,8,617.67,77.21,214,21,7.56,12.27,0.384685,4,1,2,5.0,0.180091,0.773887,8303
EC05699,54,260,15,1203.37,80.22,241,26,14.47,3.16,0.244277,6,5,4,3.8,0.172397,0.638743,2507
EC05700,61,1906,14,3891.62,277.97,144,16,8.75,12.51,0.419657,9,4,4,3.4,0.20552,0.234785,4328
EC05701,23,1491,16,1244.93,77.81,163,23,11.13,15.7,0.214555,4,2,2,2.6,0.18637,0.737435,11898
EC05702,27,150,20,980.58,49.03,174,19,2.22,15.15,0.612596,4,3,1,3.2,0.417229,0.43194,4555
EC05703,22,1865,6,427.39,71.23,74,22,4.01,1.55,0.150937,4,4,2,4.1,0.083491,0.68812,91
EC05704,59,1110,2,424.92,212.46,323,19,11.3,14.59,0.174307,8,1,4,2.0,0.09334,0.452664,2819
EC05705,65,687,12,753.73,62.81,132,17,5.55,18.07,0.25243,8,2,1,2.0,0.257001,0.655172,11419
EC05706,18,1288,9,906.36,100.71,201,14,10.44,11.8,0.096237,5,2,4,2.8,0.144165,0.340034,6933
EC05707,23,1843,9,434.16,48.24,224,22,7.21,8.06,0.187276,6,4,3,4.0,0.025997,0.577075,63
EC05708,40,75,8,812.46,101.56,256,23,1.0,10.91,0.273399,2,1,2,4.8,0.179061,0.338544,2470
EC05709,47,107,13,3148.83,242.22,147,17,3.48,13.07,0.380136,8,7,0,,0.125623,0.126067,13500
EC05710,64,660,10,1887.32,188.73,334,20,5.41,9.18,0.226387,2,0,2,2.5,0.109907,0.597399,4736
EC05711,68,559,12,1453.78,121.15,267,20,10.59,3.19,0.141976,4,3,1,4.4,0.172494,0.812966,4966
EC05712,69,1408,4,929.63,232.41,212,28,9.98,5.47,0.037869,5,4,0,4.5,0.121058,0.39087,8942
EC05713,41,1604,7,566.85,80.98,336,22,4.83,,0.785482,7,3,0,4.2,0.117102,0.386515,8051
EC05714,27,535,8,1634.09,204.26,130,27,5.65,22.06,0.247995,4,3,1,3.0,0.422234,0.189303,2409
EC05715,22,1730,14,391.04,27.93,216,21,2.72,11.38,0.107967,4,0,3,4.3,0.096099,0.727376,13733
EC05716,21,1893,13,1312.93,100.99,228,21,4.9,11.19,0.156306,3,3,0,3.0,0.066628,0.622315,12230
EC05717,41,52,10,1084.61,108.46,157,16,10.77,7.35,0.433254,1,3,1,3.8,0.132317,0.227002,10906
EC05718,61,376,15,1602.51,106.83,84,23,8.14,9.81,0.033797,3,2,2,5.0,0.484621,0.623803,915
EC05719,65,1038,11,1274.33,115.85,179,19,4.05,9.89,0.101701,5,6,0,3.2,0.025156,0.40124,10194
EC05720,33,1416,7,540.93,77.28,315,16,4.52,9.93,0.269341,6,1,1,3.3,0.09434,0.865844,3385
EC05721,18,318,10,5553.41,555.34,183,22,3.28,10.63,0.444216,8,1,1,3.3,0.041247,0.685494,9830
EC05722,35,355,10,936.85,93.68,72,19,3.86,9.82,0.187628,9,4,4,5.0,0.028978,0.8817,10754
EC05723,30,621,10,1053.03,105.3,133,20,2.9,20.51,0.386367,5,2,0,2.2,0.321005,0.532889,1152
EC05724,66,239,16,2125.6,132.85,35,25,10.52,15.69,0.491584,5,1,1,3.7,0.321152,0.25245,11905
EC05725,58,1608,10,2789.58,278.96,292,15,9.21,3.67,0.036053,4,2,2,3.0,0.141484,0.690303,13975
EC05726,63,45,14,1969.42,140.67,170,23,4.95,9.12,0.30625,7,2,1,3.5,0.296235,0.564303,12491
EC05727,53,745,6,292.31,48.72,305,24,2.35,13.52,0.345464,2,4,2,5.0,0.310204,0.694781,10829
EC05728,25,676,8,4282.11,535.26,296,13,9.59,8.89,0.231421,4,5,2,4.9,0.060031,0.227221,9070
EC05729,63,843,12,1521.0,126.75,200,23,4.9,7.81,0.465721,3,4,1,4.8,0.140092,0.652946,1579
EC05730,27,337,16,1549.91,96.87,0,24,6.37,24.3,0.443698,5,5,2,3.8,0.165433,0.74265,14717
EC05731,41,626,19,1499.25,78.91,108,21,4.43,10.68,0.256051,4,3,2,4.4,0.192931,0.162492,2907
EC05732,65,123,18,1495.96,83.11,347,20,5.29,17.33,0.49579,2,3,3,3.2,0.027427,0.892978,5846
EC05733,65,1396,14,709.39,50.67,116,17,10.53,14.02,0.506579,7,2,2,3.6,0.237316,0.74336,13027
EC05734,23,383,14,2128.12,152.01,233,12,6.21,12.28,0.358082,6,3,2,4.4,0.412712,0.417954,2613
EC05735,29,1001,12,1251.9,104.32,143,19,3.35,23.2,0.734848,5,2,1,4.3,0.202731,0.331844,9506
EC05736,48,1691,10,815.31,81.53,191,10,4.22,6.02,0.330251,6,5,3,3.1,0.014578,0.49582,9342
EC05737,41,103,9,136.53,15.17,19,24,5.26,16.32,0.465281,5,1,3,5.0,0.352016,0.508059,173
EC05738,18,92,6,2024.5,337.42,178,13,4.17,18.21,0.13776,5,3,6,3.3,0.249908,0.393679,11922
EC05739,28,769,7,1749.23,249.89,297,13,12.72,6.02,0.47245,6,3,2,4.9,0.134771,0.614717,2929
EC05740,56,328,10,943.83,94.38,83,26,2.83,10.87,0.162604,3,1,3,2.7,0.083156,0.591137,12701
EC05741,37,1961,8,1022.24,127.78,306,29,5.51,7.38,0.404072,6,3,2,4.5,0.128681,0.318159,4231
EC05742,51,751,18,3331.29,185.07,234,17,1.32,10.37,0.475949,8,4,0,2.7,0.201154,0.364244,14111
EC05743,36,547,18,1309.87,72.77,18,21,6.62,12.65,0.120971,3,2,1,4.0,0.044017,0.443954,12360
EC05744,52,197,10,234.17,23.42,181,13,3.5,10.79,0.304895,7,5,2,3.4,0.108538,0.507891,12439
EC05745,18,1510,9,1017.22,113.02,82,21,11.56,8.8,0.068307,4,4,2,3.6,0.143335,0.173449,745
EC05746,24,1688,12,856.41,71.37,315,15,12.22,11.42,0.033375,5,1,3,4.5,0.008985,0.164987,4861
EC05747,39,573,10,929.62,,328,9,4.39,8.59,0.305731,4,4,1,3.3,0.33094,0.511485,4533
EC05748,26,863,11,1311.3,119.21,276,19,1.77,21.85,0.392476,5,4,2,2.4,0.019013,0.488035,8623
EC05749,58,641,17,1565.86,92.11,197,21,4.28,5.52,0.372289,2,3,1,4.4,0.187008,0.68593,13090
EC05750,21,1318,14,3239.1,231.36,9,16,3.41,14.0,0.243173,4,3,0,4.2,0.081919,0.628879,9649
EC05751,51,223,10,994.77,99.48,278,20,2.7,6.04,0.165618,4,6,2,3.9,0.081094,0.274577,4254
EC05752,41,1079,10,292.98,29.3,173,20,3.27,16.75,0.405855,3,5,0,3.2,0.111609,0.782452,10317
EC05753,31,1731,22,2876.62,130.76,263,17,5.8,6.8,0.277304,2,3,2,4.6,0.002577,0.664526,9682
EC05754,19,616,9,1335.94,148.44,31,18,5.69,10.29,0.335203,4,4,2,3.2,0.068158,0.592471,10225
EC05755,47,962,8,501.04,62.63,277,30,2.83,15.1,0.246968,1,2,2,5.0,0.32912,0.56346,43
EC05756,58,178,7,211.45,30.21,100,26,5.65,9.79,0.323962,6,2,1,4.0,0.244783,0.842053,124
EC05757,18,736,18,241.7,13.43,116,19,8.42,20.26,0.812098,5,0,0,3.6,0.07125,0.506502,11918
EC05758,62,632,5,488.97,97.79,249,22,8.28,11.45,0.567352,2,2,4,3.9,0.129594,0.146378,5819
EC05759,44,304,10,1234.1,123.41,62,17,4.17,7.46,0.343793,2,4,4,3.6,0.111994,0.47558,8009
EC05760,18,684,8,847.41,105.93,145,24,2.3,15.16,0.30575,6,1,1,4.1,0.101253,0.480442,13382
EC05761,47,1477,18,1721.11,95.62,110,18,5.9,3.78,0.419434,3,3,1,2.8,0.236712,0.465431,8358
EC05762,51,1575,11,259.3,23.57,89,19,8.02,18.02,0.264148,3,2,0,3.0,0.402811,0.45314,8041
EC05763,37,227,17,979.69,57.63,183,22,4.98,17.22,0.403614,9,2,2,4.1,0.160244,0.61209,6458
EC05764,35,1050,20,1663.63,83.18,174,20,8.05,14.83,0.280966,4,5,1,3.5,0.205809,0.46899,2922
EC05765,41,303,8,728.8,91.1,137,25,3.98,11.91,0.061482,6,1,0,4.2,0.035603,0.585371,8491
EC05766,23,1123,16,1178.88,73.68,108,25,1.9,16.9,0.354874,10,3,1,4.7,0.084069,0.456073,7227
EC05767,68,685,16,1410.2,88.14,86,18,13.89,9.54,0.447845,1,2,2,4.9,0.009949,0.316372,12783
EC05768,51,173,10,2007.7,200.77,103,16,9.46,26.44,0.381296,5,1,1,4.0,0.358964,0.477624,2712
EC05769,39,1648,9,258.08,28.68,33,21,8.79,2.62,0.353754,4,3,1,4.2,0.21689,0.671435,12065
EC05770,34,360,9,1581.47,175.72,132,20,5.05,9.0,0.248092,6,6,1,,0.119091,0.425922,2435
EC05771,43,729,12,1719.21,143.27,337,14,2.95,5.07,0.130248,10,3,5,3.7,0.235243,0.114945,2239
EC05772,37,375,11,1341.52,121.96,55,12,2.44,19.48,0.514455,6,3,3,4.5,0.344195,0.218548,7700
EC05773,59,350,20,1546.3,77.32,27,17,5.44,7.0,0.280436,4,1,4,4.5,0.070017,0.625508,12814
EC05774,32,281,9,1020.24,113.36,291,22,11.74,10.02,0.244616,3,4,4,3.6,0.062798,0.552679,11402
EC05775,44,1009,16,1464.77,91.55,172,18,6.93,15.58,0.2556,6,1,2,4.4,0.169793,0.71551,11248
EC05776,23,996,9,1635.44,181.72,184,20,5.81,12.52,0.280228,4,4,1,3.9,0.090341,0.350106,3443
EC05777,41,823,11,1080.2,98.2,158,17,6.4,6.47,0.04881,5,4,6,3.5,0.043254,0.385953,6893
EC05778,70,1903,16,1865.79,116.61,49,22,10.22,9.04,0.075898,6,2,3,4.7,0.093916,0.302947,14304
EC05779,68,1839,10,1188.45,118.84,228,26,6.09,17.93,0.200736,4,7,3,2.5,0.14805,0.78801,2861
EC05780,62,1928,18,980.49,54.47,229,20,4.34,22.5,0.078271,7,2,1,4.2,0.290474,0.12208,12723
EC05781,51,1791,8,228.96,28.62,15,18,7.01,40.04,0.647337,3,3,1,1.4,0.07178,0.480618,4191
EC05782,46,1862,13,3245.24,249.63,34,17,5.78,13.76,0.468165,5,5,4,4.7,0.074413,0.590839,9875
EC05783,63,1833,11,441.37,40.12,248,25,1.25,4.77,0.336655,5,2,3,4.5,0.049847,0.226577,11844
EC05784,67,1402,7,356.77,50.97,69,16,4.34,9.74,0.169493,1,1,4,4.5,0.097139,0.415397,6839
EC05785,26,472,16,1134.36,70.9,312,27,6.91,6.13,0.144094,4,2,1,3.1,0.017195,0.704847,11851
EC05786,27,157,12,2510.76,209.23,227,17,8.51,2.48,0.211601,5,5,2,4.7,0.096648,0.110203,4717
EC05787,37,214,18,855.12,47.51,192,23,4.44,7.49,0.136278,5,2,4,4.9,0.275774,0.183435,9875
EC05788,33,40,10,624.81,62.48,18,15,5.73,18.37,0.44332,4,3,2,4.2,0.192442,0.532085,4656
EC05789,63,132,11,1086.92,98.81,337,25,5.35,11.3,0.422797,7,4,2,4.9,0.163679,0.181573,3770
EC05790,21,72,11,1188.38,108.03,258,9,7.7,22.18,0.241223,4,7,1,2.9,0.145139,0.56217,3743
EC05791,42,104,8,3335.45,416.93,286,17,3.77,4.72,0.145097,7,2,4,3.6,0.112563,0.201302,14018
EC05792,53,1710,17,1539.69,90.57,165,22,4.58,8.77,0.578489,6,3,2,4.1,0.220185,0.569616,8700
EC05793,25,968,8,1080.28,135.04,104,16,6.59,3.74,0.298844,10,4,1,3.0,0.122788,0.42111,11505
EC05794,19,95,20,1486.75,74.34,86,17,3.79,10.49,0.336651,2,3,1,5.0,0.133353,0.091552,13118
EC05795,50,100,9,1416.06,157.34,304,19,3.9,27.11,0.130766,0,2,0,4.2,0.373192,0.097297,913
EC05796,50,279,8,2492.02,311.5,285,22,2.55,14.88,0.141378,3,0,2,2.9,0.103106,0.382809,13414
EC05797,47,387,10,897.85,89.78,178,9,7.32,7.22,0.401123,2,4,3,3.5,0.086112,0.569254,5077
